'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:09.372',-0.081,-0.055,0.026,0.068,-0.053,-0.015,-0.073,-0.121,-0.067,0.005,0.021,0.015,0.018,0.104,-0.030
'0:09.373',-0.081,-0.057,0.024,0.069,-0.052,-0.017,-0.074,-0.124,-0.069,0.003,0.015,0.010,0.015,0.104,-0.033
'0:09.374',-0.076,-0.058,0.019,0.067,-0.048,-0.019,-0.074,-0.123,-0.068,0.006,0.013,0.009,0.013,0.109,-0.037
'0:09.375',-0.102,-0.080,0.023,0.091,-0.062,-0.029,-0.083,-0.128,-0.072,0.000,0.009,0.007,0.016,0.107,-0.037
'0:09.376',-0.113,-0.080,0.033,0.096,-0.072,-0.024,-0.079,-0.126,-0.068,0.001,0.008,0.009,0.015,0.106,-0.035
'0:09.377',-0.085,-0.066,0.018,0.075,-0.051,-0.024,-0.076,-0.130,-0.071,-0.005,0.005,0.010,0.012,0.097,-0.031
'0:09.378',-0.086,-0.061,0.025,0.074,-0.056,-0.018,-0.070,-0.120,-0.065,-0.004,0.010,0.013,0.009,0.097,-0.030
'0:09.379',-0.101,-0.066,0.035,0.084,-0.068,-0.016,-0.067,-0.115,-0.059,0.002,0.011,0.017,0.011,0.110,-0.032
'0:09.380',-0.137,-0.077,0.059,0.107,-0.098,-0.009,-0.062,-0.115,-0.055,0.009,0.014,0.021,0.010,0.108,-0.030
'0:09.381',-0.132,-0.077,0.054,0.104,-0.093,-0.012,-0.067,-0.117,-0.060,0.006,0.011,0.014,0.008,0.106,-0.032
'0:09.382',-0.070,-0.076,-0.006,0.072,-0.032,-0.042,-0.085,-0.137,-0.081,-0.013,-0.007,-0.004,0.009,0.102,-0.032
'0:09.383',-0.071,-0.070,0.001,0.071,-0.036,-0.035,-0.080,-0.135,-0.078,-0.005,-0.002,-0.001,0.009,0.099,-0.030
'0:09.384',-0.100,-0.067,0.033,0.083,-0.066,-0.017,-0.070,-0.126,-0.069,0.004,0.007,0.011,0.009,0.103,-0.031
'0:09.385',-0.091,-0.060,0.031,0.075,-0.060,-0.015,-0.069,-0.124,-0.068,0.004,0.011,0.014,0.011,0.108,-0.033
'0:09.386',-0.089,-0.056,0.034,0.073,-0.061,-0.011,-0.074,-0.124,-0.067,0.006,0.015,0.017,0.012,0.110,-0.032
'0:09.387',-0.123,-0.070,0.053,0.097,-0.088,-0.009,-0.073,-0.127,-0.069,0.004,0.017,0.018,0.010,0.112,-0.030
'0:09.388',-0.103,-0.069,0.035,0.086,-0.069,-0.018,-0.075,-0.132,-0.079,-0.004,0.011,0.011,0.011,0.115,-0.034
'0:09.389',-0.102,-0.063,0.039,0.083,-0.070,-0.013,-0.075,-0.132,-0.081,-0.005,0.013,0.011,0.011,0.114,-0.035
'0:09.390',-0.114,-0.066,0.048,0.089,-0.081,-0.009,-0.075,-0.133,-0.077,-0.001,0.019,0.017,0.013,0.116,-0.035
'0:09.391',-0.058,-0.043,0.015,0.050,-0.036,-0.014,-0.076,-0.133,-0.077,0.001,0.022,0.018,0.015,0.117,-0.035
'0:09.392',-0.059,-0.045,0.013,0.052,-0.035,-0.017,-0.076,-0.134,-0.080,-0.001,0.022,0.017,0.014,0.119,-0.032
'0:09.393',-0.086,-0.075,0.011,0.081,-0.048,-0.033,-0.085,-0.141,-0.088,-0.009,0.012,0.009,0.018,0.114,-0.032
'0:09.394',-0.096,-0.077,0.018,0.086,-0.057,-0.030,-0.082,-0.138,-0.083,-0.006,0.015,0.009,0.018,0.111,-0.035
'0:09.395',-0.098,-0.076,0.021,0.087,-0.059,-0.028,-0.077,-0.134,-0.081,-0.004,0.017,0.010,0.019,0.113,-0.035
'0:09.396',-0.081,-0.076,0.005,0.078,-0.043,-0.035,-0.082,-0.138,-0.085,-0.009,0.011,0.005,0.018,0.105,-0.034
'0:09.397',-0.069,-0.069,-0.001,0.069,-0.034,-0.035,-0.084,-0.137,-0.084,-0.007,0.011,0.006,0.020,0.106,-0.034
'0:09.398',-0.084,-0.069,0.015,0.076,-0.049,-0.027,-0.080,-0.133,-0.078,-0.003,0.017,0.011,0.019,0.106,-0.034
'0:09.399',-0.095,-0.072,0.024,0.084,-0.059,-0.025,-0.077,-0.132,-0.078,-0.003,0.019,0.013,0.018,0.107,-0.033
'0:09.400',-0.079,-0.074,0.004,0.076,-0.041,-0.035,-0.085,-0.136,-0.087,-0.015,0.005,0.005,0.018,0.110,-0.032
'0:09.401',-0.072,-0.076,-0.003,0.074,-0.035,-0.040,-0.086,-0.145,-0.096,-0.029,-0.009,-0.005,0.012,0.107,-0.029
'0:09.402',-0.072,-0.074,-0.002,0.073,-0.035,-0.038,-0.080,-0.141,-0.093,-0.024,-0.009,-0.005,0.009,0.110,-0.030
'0:09.403',-0.076,-0.072,0.004,0.074,-0.041,-0.034,-0.075,-0.136,-0.086,-0.013,-0.003,-0.003,0.007,0.115,-0.035
'0:09.404',-0.089,-0.068,0.021,0.079,-0.055,-0.024,-0.070,-0.137,-0.083,-0.006,0.002,-0.003,0.005,0.118,-0.041
'0:09.405',-0.100,-0.062,0.037,0.081,-0.068,-0.013,-0.063,-0.131,-0.077,0.003,0.007,0.000,0.005,0.117,-0.049
'0:09.406',-0.114,-0.064,0.050,0.088,-0.082,-0.007,-0.053,-0.129,-0.077,0.003,0.009,-0.003,0.001,0.118,-0.053
'0:09.407',-0.128,-0.071,0.057,0.100,-0.092,-0.007,-0.042,-0.126,-0.077,-0.002,0.009,-0.007,-0.006,0.119,-0.057
'0:09.408',-0.136,-0.075,0.060,0.105,-0.098,-0.007,-0.029,-0.117,-0.071,-0.003,0.008,-0.010,-0.011,0.120,-0.062
'0:09.409',-0.150,-0.084,0.067,0.117,-0.108,-0.009,-0.012,-0.111,-0.073,-0.011,-0.001,-0.018,-0.018,0.105,-0.063
'0:09.410',-0.166,-0.098,0.068,0.132,-0.117,-0.015,0.009,-0.102,-0.077,-0.021,-0.009,-0.027,-0.031,0.099,-0.062
'0:09.411',-0.160,-0.108,0.051,0.135,-0.105,-0.029,0.025,-0.090,-0.080,-0.027,-0.018,-0.037,-0.042,0.099,-0.064
'0:09.412',-0.158,-0.114,0.044,0.136,-0.101,-0.035,0.051,-0.069,-0.080,-0.034,-0.029,-0.048,-0.055,0.082,-0.061
'0:09.413',-0.169,-0.132,0.038,0.150,-0.103,-0.047,0.077,-0.051,-0.084,-0.050,-0.047,-0.065,-0.069,0.060,-0.058
'0:09.414',-0.192,-0.169,0.023,0.180,-0.107,-0.073,0.095,-0.037,-0.093,-0.070,-0.070,-0.085,-0.082,0.036,-0.053
'0:09.415',-0.198,-0.189,0.010,0.194,-0.104,-0.089,0.119,-0.013,-0.095,-0.083,-0.084,-0.099,-0.095,0.018,-0.049
'0:09.416',-0.200,-0.204,-0.004,0.202,-0.097,-0.105,0.145,0.009,-0.094,-0.092,-0.100,-0.115,-0.107,-0.004,-0.048
'0:09.417',-0.216,-0.221,-0.004,0.218,-0.105,-0.113,0.181,0.049,-0.079,-0.096,-0.110,-0.127,-0.120,-0.021,-0.053
'0:09.418',-0.219,-0.226,-0.007,0.223,-0.106,-0.117,0.216,0.093,-0.056,-0.091,-0.113,-0.133,-0.131,-0.036,-0.058
'0:09.419',-0.233,-0.245,-0.013,0.238,-0.110,-0.129,0.241,0.127,-0.032,-0.083,-0.119,-0.143,-0.135,-0.049,-0.070
'0:09.420',-0.253,-0.268,-0.015,0.261,-0.118,-0.142,0.262,0.159,0.002,-0.067,-0.124,-0.153,-0.135,-0.061,-0.082
'0:09.421',-0.265,-0.286,-0.021,0.276,-0.122,-0.153,0.285,0.202,0.044,-0.048,-0.130,-0.160,-0.135,-0.069,-0.091
'0:09.422',-0.273,-0.303,-0.030,0.288,-0.121,-0.168,0.317,0.256,0.088,-0.030,-0.135,-0.170,-0.138,-0.074,-0.101
'0:09.423',-0.279,-0.326,-0.047,0.302,-0.116,-0.186,0.345,0.314,0.137,-0.013,-0.142,-0.182,-0.141,-0.095,-0.109
'0:09.424',-0.277,-0.343,-0.066,0.310,-0.105,-0.204,0.362,0.369,0.191,0.012,-0.143,-0.191,-0.136,-0.111,-0.117
'0:09.425',-0.243,-0.334,-0.090,0.288,-0.076,-0.212,0.367,0.413,0.241,0.046,-0.133,-0.190,-0.124,-0.125,-0.121
'0:09.426',-0.218,-0.334,-0.116,0.276,-0.051,-0.225,0.382,0.464,0.290,0.073,-0.130,-0.193,-0.118,-0.131,-0.128
'0:09.427',-0.205,-0.346,-0.141,0.276,-0.032,-0.244,0.392,0.515,0.341,0.095,-0.131,-0.199,-0.113,-0.142,-0.127
'0:09.428',-0.185,-0.340,-0.154,0.263,-0.015,-0.247,0.397,0.566,0.404,0.133,-0.114,-0.189,-0.097,-0.154,-0.130
'0:09.429',-0.153,-0.332,-0.178,0.242,0.013,-0.255,0.409,0.633,0.482,0.179,-0.096,-0.181,-0.079,-0.159,-0.140
'0:09.430',-0.114,-0.340,-0.226,0.227,0.056,-0.283,0.410,0.690,0.547,0.210,-0.088,-0.180,-0.058,-0.173,-0.140
'0:09.431',-0.072,-0.344,-0.272,0.208,0.100,-0.308,0.403,0.741,0.619,0.252,-0.074,-0.171,-0.030,-0.192,-0.139
'0:09.432',-0.034,-0.350,-0.317,0.192,0.141,-0.334,0.417,0.824,0.727,0.308,-0.061,-0.170,-0.009,-0.211,-0.146
'0:09.433',-0.018,-0.370,-0.352,0.195,0.167,-0.362,0.422,0.883,0.827,0.357,-0.057,-0.173,0.013,-0.220,-0.157
'0:09.434',0.033,-0.360,-0.394,0.164,0.213,-0.378,0.417,0.948,0.933,0.420,-0.037,-0.161,0.041,-0.234,-0.165
'0:09.435',0.087,-0.352,-0.440,0.133,0.264,-0.396,0.415,1.014,1.030,0.471,-0.021,-0.150,0.067,-0.238,-0.166
'0:09.436',0.118,-0.363,-0.481,0.122,0.300,-0.422,0.387,1.046,1.104,0.515,-0.009,-0.142,0.097,-0.243,-0.159
'0:09.437',0.162,-0.355,-0.517,0.097,0.340,-0.437,0.369,1.092,1.193,0.577,0.015,-0.128,0.128,-0.255,-0.159
'0:09.438',0.201,-0.346,-0.547,0.072,0.374,-0.447,0.342,1.117,1.266,0.630,0.040,-0.110,0.159,-0.257,-0.158
'0:09.439',0.272,-0.319,-0.591,0.024,0.431,-0.455,0.295,1.119,1.345,0.699,0.071,-0.086,0.197,-0.254,-0.158
'0:09.440',0.329,-0.298,-0.627,-0.015,0.478,-0.463,0.264,1.131,1.427,0.754,0.093,-0.073,0.228,-0.237,-0.162
'0:09.441',0.361,-0.289,-0.650,-0.036,0.506,-0.470,0.239,1.129,1.458,0.767,0.094,-0.065,0.242,-0.244,-0.149
'0:09.442',0.379,-0.282,-0.662,-0.048,0.521,-0.472,0.218,1.111,1.476,0.772,0.089,-0.058,0.251,-0.241,-0.139
'0:09.443',0.377,-0.294,-0.671,-0.042,0.524,-0.483,0.180,1.082,1.483,0.766,0.081,-0.056,0.263,-0.227,-0.122
'0:09.444',0.396,-0.264,-0.659,-0.066,0.528,-0.462,0.131,1.021,1.474,0.771,0.084,-0.036,0.275,-0.217,-0.103
'0:09.445',0.400,-0.229,-0.628,-0.085,0.514,-0.429,0.086,0.936,1.452,0.777,0.096,-0.013,0.288,-0.192,-0.091
'0:09.446',0.370,-0.214,-0.584,-0.078,0.477,-0.399,0.033,0.833,1.399,0.757,0.104,0.013,0.298,-0.168,-0.069
'0:09.447',0.360,-0.190,-0.550,-0.086,0.456,-0.370,-0.031,0.695,1.308,0.715,0.107,0.035,0.304,-0.127,-0.043
'0:09.448',0.413,-0.175,-0.589,-0.118,0.501,-0.383,-0.106,0.559,1.188,0.643,0.081,0.029,0.306,-0.114,-0.016
'0:09.449',0.439,-0.164,-0.603,-0.138,0.521,-0.384,-0.174,0.440,1.073,0.581,0.061,0.032,0.309,-0.110,0.022
'0:09.450',0.439,-0.160,-0.598,-0.140,0.518,-0.379,-0.217,0.327,0.952,0.504,0.038,0.029,0.297,-0.096,0.064
'0:09.451',0.430,-0.158,-0.588,-0.137,0.509,-0.373,-0.249,0.207,0.812,0.414,0.013,0.028,0.279,-0.093,0.098
'0:09.452',0.395,-0.160,-0.555,-0.117,0.475,-0.357,-0.287,0.034,0.611,0.312,-0.013,0.029,0.258,-0.069,0.140
'0:09.453',0.352,-0.175,-0.527,-0.088,0.440,-0.351,-0.311,-0.140,0.349,0.161,-0.064,0.013,0.216,-0.061,0.195
'0:09.454',0.315,-0.189,-0.503,-0.063,0.409,-0.346,-0.321,-0.262,0.103,-0.002,-0.111,0.004,0.177,-0.071,0.247
'0:09.455',0.307,-0.215,-0.522,-0.046,0.415,-0.369,-0.333,-0.353,-0.117,-0.161,-0.169,-0.019,0.144,-0.081,0.300
'0:09.456',0.294,-0.262,-0.556,-0.017,0.426,-0.409,-0.328,-0.418,-0.319,-0.320,-0.239,-0.060,0.103,-0.104,0.361
'0:09.457',0.267,-0.310,-0.577,0.022,0.422,-0.444,-0.319,-0.460,-0.461,-0.433,-0.291,-0.092,0.067,-0.134,0.407
'0:09.458',0.269,-0.333,-0.602,0.032,0.436,-0.468,-0.306,-0.478,-0.546,-0.504,-0.324,-0.112,0.043,-0.159,0.440
'0:09.459',0.290,-0.339,-0.629,0.024,0.460,-0.484,-0.295,-0.488,-0.602,-0.557,-0.347,-0.123,0.026,-0.168,0.462
'0:09.460',0.279,-0.378,-0.656,0.050,0.468,-0.517,-0.304,-0.497,-0.625,-0.591,-0.379,-0.148,0.016,-0.173,0.473
'0:09.461',0.260,-0.419,-0.678,0.080,0.469,-0.549,-0.301,-0.496,-0.636,-0.616,-0.408,-0.173,0.004,-0.191,0.489
'0:09.462',0.255,-0.433,-0.688,0.089,0.471,-0.560,-0.285,-0.497,-0.653,-0.635,-0.428,-0.189,-0.013,-0.199,0.498
'0:09.463',0.241,-0.450,-0.691,0.104,0.466,-0.571,-0.264,-0.498,-0.672,-0.652,-0.451,-0.209,-0.034,-0.207,0.503
'0:09.464',0.215,-0.477,-0.693,0.131,0.455,-0.586,-0.236,-0.494,-0.701,-0.681,-0.476,-0.232,-0.056,-0.229,0.514
'0:09.465',0.201,-0.507,-0.707,0.153,0.454,-0.608,-0.211,-0.491,-0.734,-0.708,-0.506,-0.261,-0.077,-0.255,0.525
'0:09.466',0.193,-0.522,-0.716,0.165,0.455,-0.620,-0.188,-0.472,-0.753,-0.723,-0.524,-0.279,-0.093,-0.269,0.529
'0:09.467',0.180,-0.531,-0.712,0.175,0.447,-0.622,-0.162,-0.455,-0.773,-0.739,-0.536,-0.288,-0.107,-0.277,0.535
'0:09.468',0.163,-0.533,-0.696,0.185,0.429,-0.615,-0.139,-0.443,-0.791,-0.748,-0.544,-0.293,-0.119,-0.272,0.535
'0:09.469',0.127,-0.547,-0.674,0.210,0.401,-0.612,-0.114,-0.431,-0.814,-0.767,-0.559,-0.306,-0.139,-0.265,0.535
'0:09.470',0.107,-0.555,-0.662,0.224,0.385,-0.610,-0.077,-0.411,-0.825,-0.780,-0.576,-0.327,-0.165,-0.269,0.523
'0:09.471',0.116,-0.538,-0.654,0.211,0.386,-0.596,-0.040,-0.379,-0.808,-0.769,-0.573,-0.329,-0.180,-0.261,0.498
'0:09.472',0.087,-0.544,-0.632,0.229,0.360,-0.589,-0.011,-0.356,-0.793,-0.759,-0.570,-0.335,-0.191,-0.250,0.478
'0:09.473',0.070,-0.499,-0.570,0.214,0.320,-0.534,0.043,-0.303,-0.745,-0.718,-0.537,-0.310,-0.200,-0.216,0.444
'0:09.474',0.086,-0.459,-0.544,0.186,0.316,-0.501,0.069,-0.277,-0.721,-0.696,-0.520,-0.301,-0.209,-0.177,0.410
'0:09.475',0.063,-0.473,-0.537,0.205,0.300,-0.505,0.076,-0.282,-0.730,-0.703,-0.528,-0.313,-0.218,-0.157,0.390
'0:09.476',0.018,-0.471,-0.489,0.227,0.255,-0.480,0.113,-0.252,-0.704,-0.678,-0.511,-0.302,-0.225,-0.136,0.367
'0:09.477',-0.007,-0.470,-0.463,0.239,0.228,-0.467,0.151,-0.209,-0.681,-0.662,-0.502,-0.301,-0.232,-0.117,0.344
'0:09.478',-0.025,-0.456,-0.432,0.240,0.204,-0.445,0.194,-0.169,-0.659,-0.642,-0.490,-0.293,-0.236,-0.105,0.324
'0:09.479',-0.052,-0.450,-0.398,0.251,0.173,-0.424,0.226,-0.142,-0.632,-0.615,-0.471,-0.287,-0.239,-0.086,0.290
'0:09.480',-0.084,-0.427,-0.344,0.256,0.131,-0.386,0.274,-0.102,-0.583,-0.573,-0.443,-0.276,-0.243,-0.055,0.248
'0:09.481',-0.117,-0.396,-0.280,0.257,0.082,-0.338,0.329,-0.061,-0.534,-0.529,-0.413,-0.259,-0.249,-0.029,0.208
'0:09.482',-0.151,-0.384,-0.233,0.268,0.042,-0.308,0.382,-0.025,-0.498,-0.502,-0.393,-0.249,-0.258,-0.004,0.170
'0:09.483',-0.163,-0.357,-0.196,0.260,0.017,-0.277,0.439,0.015,-0.459,-0.473,-0.372,-0.240,-0.266,0.017,0.133
'0:09.484',-0.172,-0.335,-0.162,0.253,-0.004,-0.248,0.481,0.039,-0.442,-0.460,-0.360,-0.234,-0.273,0.040,0.102
'0:09.485',-0.206,-0.333,-0.127,0.270,-0.040,-0.230,0.528,0.067,-0.434,-0.450,-0.351,-0.232,-0.279,0.057,0.079
'0:09.486',-0.231,-0.334,-0.103,0.282,-0.064,-0.218,0.583,0.103,-0.415,-0.432,-0.339,-0.229,-0.282,0.060,0.057
'0:09.487',-0.272,-0.341,-0.069,0.306,-0.101,-0.205,0.632,0.126,-0.405,-0.420,-0.330,-0.226,-0.287,0.061,0.040
'0:09.488',-0.308,-0.349,-0.041,0.329,-0.134,-0.196,0.682,0.139,-0.410,-0.418,-0.327,-0.225,-0.296,0.059,0.028
'0:09.489',-0.333,-0.343,-0.009,0.338,-0.162,-0.176,0.732,0.153,-0.410,-0.412,-0.319,-0.223,-0.304,0.065,0.006
'0:09.490',-0.336,-0.348,-0.012,0.342,-0.162,-0.180,0.773,0.160,-0.420,-0.416,-0.322,-0.234,-0.311,0.066,-0.012
'0:09.491',-0.325,-0.353,-0.029,0.339,-0.147,-0.192,0.801,0.160,-0.428,-0.417,-0.322,-0.238,-0.315,0.058,-0.027
'0:09.492',-0.355,-0.349,0.007,0.352,-0.181,-0.171,0.836,0.168,-0.414,-0.395,-0.301,-0.224,-0.312,0.061,-0.045
'0:09.493',-0.373,-0.336,0.037,0.354,-0.205,-0.149,0.872,0.174,-0.402,-0.374,-0.280,-0.209,-0.311,0.073,-0.069
'0:09.494',-0.380,-0.321,0.059,0.350,-0.219,-0.132,0.870,0.148,-0.404,-0.362,-0.262,-0.198,-0.312,0.081,-0.093
'0:09.495',-0.402,-0.323,0.079,0.362,-0.240,-0.122,0.868,0.117,-0.414,-0.359,-0.255,-0.193,-0.316,0.077,-0.109
'0:09.496',-0.415,-0.317,0.099,0.366,-0.257,-0.109,0.875,0.099,-0.411,-0.350,-0.244,-0.186,-0.319,0.080,-0.127
'0:09.497',-0.421,-0.298,0.123,0.360,-0.273,-0.087,0.885,0.086,-0.403,-0.332,-0.227,-0.175,-0.322,0.101,-0.150
'0:09.498',-0.441,-0.287,0.153,0.364,-0.297,-0.067,0.914,0.083,-0.394,-0.317,-0.213,-0.165,-0.327,0.119,-0.175
'0:09.499',-0.450,-0.278,0.173,0.364,-0.311,-0.052,0.909,0.065,-0.385,-0.301,-0.200,-0.158,-0.325,0.129,-0.195
'0:09.500',-0.471,-0.282,0.190,0.377,-0.330,-0.046,0.918,0.052,-0.375,-0.286,-0.189,-0.150,-0.321,0.137,-0.210
'0:09.501',-0.483,-0.284,0.198,0.384,-0.341,-0.043,0.943,0.040,-0.373,-0.282,-0.182,-0.152,-0.320,0.145,-0.222
'0:09.502',-0.493,-0.277,0.216,0.386,-0.355,-0.030,0.973,0.025,-0.369,-0.272,-0.170,-0.145,-0.321,0.155,-0.232
'0:09.503',-0.511,-0.270,0.242,0.391,-0.377,-0.014,1.012,0.025,-0.359,-0.261,-0.157,-0.138,-0.324,0.159,-0.248
'0:09.504',-0.523,-0.261,0.263,0.392,-0.393,0.001,1.028,0.013,-0.354,-0.251,-0.144,-0.131,-0.324,0.158,-0.262
'0:09.505',-0.545,-0.257,0.289,0.401,-0.417,0.016,1.046,0.004,-0.348,-0.242,-0.134,-0.121,-0.326,0.169,-0.270
'0:09.506',-0.536,-0.253,0.283,0.395,-0.409,0.015,1.052,-0.018,-0.362,-0.255,-0.141,-0.129,-0.331,0.171,-0.276
'0:09.507',-0.551,-0.257,0.294,0.404,-0.422,0.018,1.069,-0.030,-0.376,-0.264,-0.148,-0.133,-0.337,0.169,-0.277
'0:09.508',-0.570,-0.261,0.309,0.414,-0.439,0.024,1.079,-0.032,-0.381,-0.267,-0.149,-0.129,-0.336,0.168,-0.268
'0:09.509',-0.551,-0.269,0.283,0.409,-0.417,0.007,1.064,-0.049,-0.398,-0.281,-0.161,-0.136,-0.332,0.155,-0.251
'0:09.510',-0.531,-0.278,0.253,0.404,-0.392,-0.013,1.045,-0.064,-0.413,-0.293,-0.173,-0.146,-0.329,0.154,-0.237
'0:09.511',-0.527,-0.281,0.246,0.404,-0.387,-0.018,1.018,-0.072,-0.416,-0.290,-0.171,-0.144,-0.323,0.148,-0.228
'0:09.512',-0.528,-0.287,0.240,0.407,-0.384,-0.024,0.995,-0.074,-0.417,-0.289,-0.171,-0.145,-0.316,0.136,-0.214
'0:09.513',-0.515,-0.286,0.229,0.401,-0.372,-0.029,0.964,-0.077,-0.418,-0.287,-0.172,-0.145,-0.306,0.123,-0.198
'0:09.514',-0.494,-0.287,0.207,0.391,-0.350,-0.040,0.920,-0.081,-0.421,-0.284,-0.169,-0.143,-0.295,0.116,-0.183
'0:09.515',-0.474,-0.284,0.191,0.379,-0.332,-0.047,0.843,-0.094,-0.423,-0.280,-0.163,-0.139,-0.280,0.116,-0.163
'0:09.516',-0.448,-0.274,0.174,0.360,-0.310,-0.050,0.760,-0.104,-0.419,-0.270,-0.155,-0.128,-0.258,0.113,-0.140
'0:09.517',-0.420,-0.260,0.160,0.340,-0.290,-0.050,0.696,-0.106,-0.411,-0.258,-0.147,-0.119,-0.239,0.108,-0.127
'0:09.518',-0.414,-0.249,0.164,0.332,-0.289,-0.043,0.628,-0.115,-0.402,-0.246,-0.134,-0.108,-0.225,0.110,-0.115
'0:09.519',-0.399,-0.240,0.159,0.319,-0.279,-0.041,0.559,-0.132,-0.397,-0.241,-0.125,-0.100,-0.211,0.124,-0.103
'0:09.520',-0.395,-0.229,0.166,0.311,-0.280,-0.032,0.490,-0.143,-0.388,-0.232,-0.115,-0.089,-0.196,0.122,-0.092
'0:09.521',-0.384,-0.222,0.162,0.303,-0.273,-0.030,0.423,-0.153,-0.379,-0.227,-0.106,-0.081,-0.178,0.119,-0.075
'0:09.522',-0.354,-0.208,0.147,0.281,-0.251,-0.031,0.365,-0.165,-0.372,-0.222,-0.100,-0.074,-0.165,0.120,-0.066
'0:09.523',-0.338,-0.190,0.148,0.264,-0.242,-0.021,0.312,-0.173,-0.362,-0.207,-0.089,-0.065,-0.154,0.128,-0.062
'0:09.524',-0.340,-0.175,0.165,0.257,-0.252,-0.005,0.272,-0.175,-0.346,-0.192,-0.074,-0.052,-0.144,0.132,-0.061
'0:09.525',-0.333,-0.159,0.174,0.246,-0.253,0.007,0.233,-0.180,-0.328,-0.173,-0.061,-0.041,-0.133,0.128,-0.061
'0:09.526',-0.311,-0.142,0.169,0.227,-0.239,0.013,0.193,-0.185,-0.315,-0.163,-0.057,-0.033,-0.122,0.133,-0.059
'0:09.527',-0.285,-0.128,0.158,0.206,-0.222,0.015,0.151,-0.191,-0.306,-0.155,-0.052,-0.026,-0.112,0.137,-0.058
'0:09.528',-0.275,-0.111,0.165,0.193,-0.219,0.026,0.109,-0.202,-0.294,-0.141,-0.040,-0.015,-0.100,0.152,-0.056
'0:09.529',-0.264,-0.098,0.166,0.181,-0.215,0.034,0.070,-0.212,-0.284,-0.128,-0.029,-0.007,-0.088,0.159,-0.053
'0:09.530',-0.218,-0.088,0.131,0.153,-0.174,0.021,0.025,-0.231,-0.285,-0.128,-0.027,-0.010,-0.077,0.149,-0.051
'0:09.531',-0.211,-0.083,0.129,0.147,-0.170,0.023,-0.006,-0.238,-0.275,-0.116,-0.017,-0.004,-0.067,0.148,-0.048
'0:09.532',-0.221,-0.080,0.140,0.150,-0.180,0.029,-0.028,-0.242,-0.262,-0.101,-0.005,0.004,-0.058,0.157,-0.043
'0:09.533',-0.198,-0.076,0.121,0.137,-0.160,0.022,-0.060,-0.256,-0.260,-0.100,-0.009,-0.003,-0.053,0.154,-0.041
'0:09.534',-0.192,-0.071,0.120,0.132,-0.156,0.024,-0.081,-0.260,-0.252,-0.091,-0.005,0.004,-0.045,0.150,-0.037
'0:09.535',-0.180,-0.068,0.113,0.124,-0.146,0.022,-0.091,-0.262,-0.246,-0.086,0.001,0.011,-0.035,0.151,-0.035
'0:09.536',-0.161,-0.062,0.099,0.111,-0.130,0.018,-0.103,-0.264,-0.242,-0.088,0.002,0.013,-0.029,0.143,-0.035
'0:09.537',-0.170,-0.056,0.115,0.113,-0.142,0.029,-0.109,-0.259,-0.234,-0.083,0.009,0.019,-0.026,0.144,-0.033
'0:09.538',-0.173,-0.059,0.115,0.116,-0.144,0.028,-0.113,-0.255,-0.229,-0.081,0.009,0.020,-0.025,0.147,-0.031
'0:09.539',-0.158,-0.056,0.102,0.106,-0.130,0.023,-0.119,-0.254,-0.227,-0.076,0.013,0.022,-0.019,0.148,-0.030
'0:09.540',-0.159,-0.051,0.108,0.104,-0.133,0.029,-0.127,-0.256,-0.225,-0.072,0.018,0.024,-0.013,0.150,-0.029
'0:09.541',-0.160,-0.044,0.116,0.102,-0.137,0.035,-0.132,-0.258,-0.223,-0.070,0.022,0.025,-0.007,0.155,-0.025
'0:09.542',-0.163,-0.045,0.117,0.103,-0.140,0.036,-0.136,-0.256,-0.217,-0.067,0.026,0.028,-0.003,0.151,-0.021
'0:09.543',-0.155,-0.043,0.113,0.099,-0.134,0.035,-0.140,-0.254,-0.214,-0.067,0.024,0.028,-0.001,0.146,-0.018
'0:09.544',-0.143,-0.034,0.109,0.088,-0.126,0.037,-0.144,-0.253,-0.214,-0.067,0.022,0.028,0.003,0.144,-0.014
'0:09.545',-0.151,-0.034,0.117,0.092,-0.134,0.042,-0.148,-0.251,-0.213,-0.068,0.024,0.029,0.005,0.135,-0.011
'0:09.546',-0.142,-0.025,0.118,0.083,-0.130,0.046,-0.148,-0.247,-0.208,-0.062,0.026,0.032,0.009,0.141,-0.010
'0:09.547',-0.152,-0.038,0.114,0.095,-0.133,0.037,-0.158,-0.254,-0.214,-0.061,0.024,0.026,0.012,0.150,-0.009
'0:09.548',-0.141,-0.033,0.108,0.087,-0.124,0.037,-0.160,-0.254,-0.213,-0.058,0.029,0.027,0.015,0.149,-0.009
'0:09.549',-0.122,-0.020,0.102,0.071,-0.112,0.041,-0.159,-0.252,-0.209,-0.051,0.036,0.030,0.017,0.141,-0.007
'0:09.550',-0.153,-0.052,0.101,0.102,-0.127,0.024,-0.167,-0.260,-0.218,-0.058,0.029,0.023,0.017,0.137,-0.005
'0:09.551',-0.151,-0.063,0.088,0.107,-0.119,0.012,-0.170,-0.264,-0.221,-0.065,0.023,0.019,0.017,0.133,-0.004
'0:09.552',-0.163,-0.051,0.111,0.107,-0.137,0.029,-0.161,-0.255,-0.211,-0.058,0.029,0.026,0.016,0.132,-0.004
'0:09.553',-0.157,-0.046,0.110,0.102,-0.133,0.032,-0.160,-0.252,-0.209,-0.057,0.029,0.029,0.015,0.136,-0.005
